id_run_name,reward,max_reward,std,num_envs_test,checkpoint,mean_Episode_Reward/rew_attitude_stability2,mean_Episode_Reward/rew_ang_vel_stability4,mean_Episode_Reward/rew_pos2,mean_Episode_Reward/rew_action_rate,mean_Episode_Reward/rew_heading,mean_Episode_Reward/rew_track_vel3,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command14_5,197.20598874427367,279.79425548389554,82.58826673962176,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_5_8196.pt,0.4914914667606354,0.2855114340782165,0.5150207877159119,-7.000470304774353e-06,0.7683168053627014,2.5243752002716064,0.0,1.0,0.0,0.0
ppo_random_command14_31,239.3247040659189,272.92018289864063,33.59547883272171,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_31_8196.pt,1.0667928457260132,0.5551678538322449,0.9084792137145996,-1.2479537872422952e-05,1.353005051612854,4.34574031829834,0.0,1.0,0.0,0.0
ppo_random_command14_6,214.20757769420743,268.58734161406755,54.379763919860125,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_6_8196.pt,0.7828373312950134,0.4102400839328766,0.7887189388275146,-1.037437868944835e-05,1.068342685699463,3.342984914779663,0.0,1.0,0.0,0.0
ppo_random_command14_23,275.9294232800603,275.9294232800603,0.0,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_23_8196.pt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_random_command14_22,259.3009223565459,259.3009223565459,0.0,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_22_8196.pt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_random_command14_5,217.21440805241025,308.5110507309437,86.61443410129417,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_5_8196.pt,1.0187574224361182,0.5337338616909151,0.7766377380962803,-1.325452110362596e-05,1.4376205933266226,4.232586289316546,0.0,0.1509583315459849,0.2056391289893617,0.0
ppo_random_command14_31,202.9749621317528,304.17881774902344,86.52544329760897,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_31_8196.pt,0.8121741979390796,0.5012816130251043,0.5544040398526178,-1.0266356124457522e-05,1.3889438449342997,3.924255934740648,0.0,0.2088771769451146,0.2909979549909529,0.0
ppo_random_command14_6,217.5240329331053,304.13812842965126,75.36097487585346,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_6_8196.pt,1.0637973546115465,0.591143833961573,0.7993214939470307,-1.8657800106618056e-05,1.5827906717830942,4.858379354099012,0.0,0.1586274916943521,0.2362515573089701,0.0
ppo_random_command14_23,236.5269925920272,309.85420846939087,68.74786033121393,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_23_8196.pt,1.3068940608066388,0.6688178715599394,0.933906261106218,-2.9326679129633816e-05,1.896132483102816,5.413429455807026,0.0,0.0904454022988505,0.1553273168103448,0.0
ppo_random_command14_22,200.3816138299549,300.4374109208584,82.077047959159,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_22_8196.pt,0.9823802823903772,0.5370819961400202,0.5489986918687157,-1.7071640048115975e-05,1.427735789604229,4.345408786862715,0.0,0.1050989953289067,0.3688378242742434,0.0
ppo_random_command14_5,217.9210355490074,311.9191229939461,86.6588392317028,8196,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_5_8196.pt,1.1711714015070471,0.6152351604186868,0.973203455640343,-1.54053347037029e-05,1.719149948711343,4.928116506444444,0.0,0.1423529548646202,0.218015756371113,0.0
ppo_random_command14_31,203.47100711016773,309.0328719317913,86.38460590384821,8196,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_31_8196.pt,0.9792802787157135,0.5427168676232738,0.7574117489973803,-1.2092551663667473e-05,1.5130373769442151,4.307391213685886,0.0,0.2074163043634073,0.2871149061833194,0.0
ppo_random_command14_6,216.613626044466,308.5952075123787,78.2691906305956,8196,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_6_8196.pt,1.051481077709211,0.5862505031213029,0.8341744535261695,-2.042414407800148e-05,1.7163861648704584,4.553995203458463,0.0,0.1642826165118672,0.2342826458517272,0.0
ppo_random_command14_23,236.22539595127063,312.24778078496456,72.22071319285725,8196,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_23_8196.pt,1.086727788862408,0.6076361329243825,0.6097898312561734,-2.907795557992431e-05,1.5733060354662611,4.830703367614969,0.0,0.0730197517856714,0.1647672010865254,0.0
ppo_random_command14_22,200.44349730883775,306.03444750607014,81.9357808700837,8196,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v14/best_model_ppo_random_command14_22_8196.pt,0.9774776387605202,0.5371825964140748,0.5741644688831187,-1.4472140994995081e-05,1.2725455224674447,4.266771301468841,0.0,0.11348694057251137,0.36602959675503166,0.0
