id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/alive,mean_Episode_Reward/action_rate,mean_Episode_Reward/terminating,mean_Episode_Reward/rew_pos_diff,mean_Episode_Reward/rew_pos_diff_fine_grained,mean_Episode_Reward/rew_lin_vel_diff,mean_Episode_Reward/rew_lin_vel_diff_fine_grained,mean_Episode_Reward/rew_ang_vel_z_diff,mean_Episode_Reward/rew_ang_vel_z_diff_fine_grained,mean_Episode_Reward/rew_roll_diff,mean_Episode_Reward/rew_roll_diff_fine_grained,mean_Episode_Reward/rew_pitch_diff,mean_Episode_Reward/rew_pitch_diff_fine_grained,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command5_11,0,7.981870459318161,40.37238693237305,7.041172149767958,8196,0.28222954308334736,-0.004131871303106891,-0.018907735077664255,-0.18576637246459723,0.05260530080774333,-0.009710038286393684,3.584002639445316e-05,-0.0028722310033658686,0.013935758139530663,-0.0032974158312863437,0.004330583041024511,-0.002381135179603007,0.005315572361882005,0.0023333333031623623,0.5839529234815855,0.30740654295519926,0.0
ppo_random_command5_11,100,20.41921908378601,93.77833557128906,15.07049125264107,8196,0.935028927564621,-0.02294828877225518,-0.019999999329447748,-0.6157166756987572,0.12301251313090325,-0.03145401651412249,1.8935245661850787e-05,-0.01568823549337685,0.03755592030659318,-0.0026546770285349338,0.04205710868164897,-0.006554748599417508,0.023974086239933967,0.0,0.9566071357727051,0.04332064506411552,7.22303562797606e-05
ppo_random_command5_11,200,651.6350452613831,1148.775146484375,300.67100078244744,8196,12.998319184064865,-0.437049742795527,-0.0057056233792100106,-6.883678652882576,6.636494665533304,-0.3923533128872514,0.007804275193453577,-0.22940574478637427,0.5024516953974962,-0.038770375094842165,0.5467652670182288,-0.04882360950112343,0.5002958740405739,0.6783704416751861,0.27013811135292054,0.030598828852176668,0.02089263115823269
ppo_random_command5_11,300,1211.96335521698,1501.3760986328125,223.94305019005475,8196,13.984277904450893,-0.7058671714514494,-0.0023184963949024677,-5.0179333708286284,13.818787302941084,-0.4277154001891613,0.009559329567339774,-0.24548459899611771,0.5346144648753106,-0.0634603039585054,0.5222527619735338,-0.07005449843965471,0.49071527528297154,0.8863411691188813,0.0958765246272087,0.017782332330942154,0.0
ppo_random_command5_11,400,1099.9805745363235,1522.960693359375,401.90580086986785,8196,13.469457270026208,-0.8146057343184948,-0.0038579523852095006,-4.5018884572982785,14.210642946735025,-0.42221881956607105,0.005627715942186114,-0.1728936569308862,0.597828209079802,-0.07803990144096315,0.4417050559036434,-0.07518995749391616,0.4450813787775114,0.82932379758358,0.15109101378917694,0.01958516375720501,0.0
ppo_random_command5_11,500,1261.2637200927734,1636.8817138671875,230.31369789064235,8196,14.31490155029297,-1.0067929318547248,-0.0018281746110878885,-4.63477118396759,15.51356472301483,-0.44857236748933793,0.006249482477549463,-0.1784407414197922,0.6413116906285286,-0.09463504975289107,0.415995261400938,-0.08053654519468546,0.4640269973576069,0.8854575675725936,0.0927701320052147,0.02177232836186886,0.0
ppo_random_command5_11,600,1108.824546394348,1559.129638671875,367.32793147165506,8196,13.81201248884201,-1.1675102311372756,-0.0037328095366246997,-4.562089377403259,14.717465586662293,-0.43613575433194635,0.005273580347420648,-0.20409345826506614,0.5749410532563924,-0.09876599705964327,0.3982859800755978,-0.0744493236914277,0.4486252120733261,0.8185917357206345,0.11160322265326977,0.069805025100708,0.0
ppo_random_command5_11,700,1207.5374288272858,1593.1456298828125,327.3162128149865,8196,13.98752913570404,-1.2846430837512017,-0.0025545772020705046,-4.419582506895066,15.479250030755997,-0.4413192117065191,0.005189454610284884,-0.1878660339526832,0.6080511498749256,-0.09430230294913053,0.4224138379432261,-0.08367141972854733,0.4337142278701067,0.8528103708028794,0.12257955157756806,0.02461005340516567,0.0
ppo_random_command5_11,800,1120.4667255878448,1636.2745361328125,394.248911483253,8196,13.124992203474045,-1.2370602733194829,-0.004595542574767023,-4.151082785815,14.495880068873987,-0.41313550495915113,0.0053755231457626,-0.18187958938721568,0.5636351452264935,-0.09112288307817652,0.3943837941512465,-0.08257980716694147,0.3952337734894827,0.815291834115982,0.15494436079263688,0.029763787321746348,0.0
ppo_random_command5_11,900,1174.6072146987915,1506.5333251953125,301.8891690464776,8196,13.804863047599792,-1.356801697075367,-0.0032827777988277376,-4.389127419471741,15.176537504196167,-0.43448548060655595,0.0054652090063900685,-0.16416423989087342,0.6286752831339836,-0.10307479401677846,0.39630951166152956,-0.08444832153245807,0.4221576841026545,0.8034921785593033,0.1534155617952347,0.043092241019010546,0.0
