id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/alive,mean_Episode_Reward/action_rate,mean_Episode_Reward/terminating,mean_Episode_Reward/rew_pos_diff,mean_Episode_Reward/rew_pos_diff_fine_grained,mean_Episode_Reward/rew_lin_vel_diff,mean_Episode_Reward/rew_lin_vel_diff_fine_grained,mean_Episode_Reward/rew_ang_vel_z_diff,mean_Episode_Reward/rew_ang_vel_z_diff_fine_grained,mean_Episode_Reward/rew_roll_diff,mean_Episode_Reward/rew_roll_diff_fine_grained,mean_Episode_Reward/rew_pitch_diff,mean_Episode_Reward/rew_pitch_diff_fine_grained,mean_Episode_Reward/rew_heading_alignment_fine_grained,mean_Episode_Reward/rew_ang_vel_xy_penalty,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command5_11,332,-5.741617878675461,17.451505661010742,6.8513005418536554,8196,0.023883616372942923,-0.010641742853447794,-0.019999999407678843,-0.2133806638121605,0.024781949086114766,-0.006609146041795611,8.32291211008851e-06,-0.0022543145823292433,0.008312490291893482,-0.006978986794129014,0.03552785290032625,-0.006039803757332265,0.03544019211456179,0.013897936154156923,-0.03434120911732316,0.0,0.3324324162006378,0.6675676136016846,0.0
