step,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
44,0.000514100946020335,7.482631917810068e-05,5.062724590301514,-8.064953017493078e-05,0.0005154195498173753,0.125268274169606,0.0021081934683024883,0.0001260193675989285,0.0017882825341075659,-0.00017993160872720182,-0.0002113841037498787,0.340879887342453
45,0.0005576047697104514,8.316685125464574e-05,5.062760829925537,-8.041145754959715e-05,0.0005100420745847156,0.13227981493840504,0.002210270380601287,0.00012634272570721805,0.0018072632374241948,-0.0001678482658462599,-0.0002971068606711924,0.3505769371986389
46,0.0006030509830452502,9.208417031913996e-05,5.0627970695495605,-7.988232338658603e-05,0.000503008750492917,0.13948404690682,0.0023113181814551353,0.00012546588550321758,0.0018194725271314383,-0.00015600016922689974,-0.0003805358719546348,0.36021170020103455
47,0.0006504083285108209,0.00010158634540857747,5.062833309173584,-7.908562775816055e-05,0.0004943698220878368,0.14687964003615891,0.002411002991721034,0.00012330632307566702,0.0018249850254505873,-0.0001445705711375922,-0.0004613381752278656,0.36977967619895935
48,0.0006996392621658742,0.00011167941556777805,5.062869548797607,-7.804809054533595e-05,0.0004841825450714321,0.154465191014587,0.0025089983828365803,0.00011978959810221568,0.001823978964239359,-0.00013369455700740218,-0.0005391596350818872,0.3792773485183716
49,0.000750700302887708,0.0001223673898493871,5.062905788421631,-7.679768032643607e-05,0.00047251012521720703,0.1622392190792254,0.0026049891021102667,0.00011485071445349604,0.001816603820770979,-0.00012341313413344324,-0.0006137139862403274,0.3887012004852295
50,0.000803542323410511,0.00013365221093408763,5.062942028045654,-7.536080146062155e-05,0.00045942045050062497,0.170200187995364,0.0026986694429069757,0.0001084340619854629,0.0018032160587608814,-0.00011363309022272006,-0.0006847642944194376,0.3980485200881958
51,0.0008581108413636684,0.0001455337624065578,5.0629777908325195,-7.377095068209398e-05,0.000444986557013749,0.1783465012266965,0.0027897462714463472,0.0001004937948891893,0.0017839053180068731,-0.00010469773405930027,-0.0007520630024373531,0.4073165953159332
52,0.0009143461938947439,0.0001580098905833438,5.063013076782227,-7.206022993635182e-05,0.00042928501030181643,0.18667655676178307,0.0028779390268027782,9.099434100789949e-05,0.0017589686904102564,-9.653264714870602e-05,-0.0008154421811923385,0.41650262475013733
53,0.0009721840615384281,0.0001710764190647751,5.063047409057617,-7.026077233308375e-05,0.0004123956315573718,0.19518862246278487,0.0029629820492118597,7.991166057763621e-05,0.00172864506021142,-8.913864439819008e-05,-0.000874748919159174,0.425603985786438
54,0.001031555701047182,0.0001847271778387949,5.06308126449585,-6.840887625732722e-05,0.00039440106644805795,0.20388098679225744,0.003044625511392951,6.723205297021195e-05,0.0016932029975578189,-8.273030834970996e-05,-0.0009298556251451373,0.4346182644367218
55,0.0010923882946372032,0.0001989540469367057,5.063114166259766,-6.654353327018175e-05,0.00037538587615437713,0.2127518545224854,0.0031226312275975943,5.2953379054088145e-05,0.0016529099084436893,-7.745071343379095e-05,-0.0009806834859773517,0.4435439705848694
56,0.0011546051828190684,0.00021374704374466091,5.063146114349365,-6.469991726785306e-05,0.0003554367288434168,0.22179942448970882,0.0031967819668352604,3.708597068907693e-05,0.001607961137779057,-7.312434172490612e-05,-0.0010271364590153098,0.4523785412311554
57,0.0012181265046820045,0.00022909438121132553,5.063177108764648,-6.29107563695854e-05,0.00033464113089221037,0.2310218402593724,0.0032668719068169594,1.9650829926831648e-05,0.0015587874222546816,-6.964737258385867e-05,-0.0010691944044083357,0.4611210823059082
58,0.0012828692561015487,0.0002449825406074524,5.063207149505615,-6.120784711607164e-05,0.0003130868960792288,0.24041723508267068,0.0033327157143503428,6.804160079809662e-07,0.0015055097173899412,-6.699615914840251e-05,-0.0011068572057411075,0.46976983547210693
59,0.0013487476389855146,0.0002613963442854583,5.063236236572266,-5.962806421462638e-05,0.0002908627045348222,0.24998371363739727,0.0033941420260816813,-1.9782837625825778e-05,0.001448485185392201,-6.545346695929766e-05,-0.0011401015799492598,0.47832369804382324
60,0.001415673759765923,0.0002783190575428307,5.063263893127441,-5.820084598186967e-05,0.00026805626265402616,0.25971933270980835,0.0034509990364313126,-4.1684503230499104e-05,0.0013879077741876245,-6.46756452624686e-05,-0.0011689914390444756,0.4867812693119049
61,0.001483557396568358,0.0002957324613817036,5.063290596008301,-5.6955240253971346e-05,0.00024475553420488794,0.2696221564402251,0.003503151936456561,-6.496076821349561e-05,0.0013240769039839506,-6.467691127909347e-05,-0.0011935352813452482,0.4951413571834564
62,0.0015523069305345416,0.0003136169398203492,5.0633158683776855,-5.591744670251789e-05,0.0002210471104413525,0.27969024464024844,0.0035504819825291634,-8.953805081546307e-05,0.0012572904815897346,-6.535408465424553e-05,-0.0012138208840042353,0.5034034252166748
63,0.0016218293458223343,0.0003319515963084996,5.063339710235596,-5.511322408632743e-05,0.00019701620090395444,0.2899215782745293,0.003592888591811061,-0.00011533396173035726,0.0011877728393301368,-6.672261224593967e-05,-0.001229934860020876,0.5115668177604675
64,0.001692030462436378,0.0003507143701426685,5.063362121582031,-5.4564871730081174e-05,0.00017274583867021853,0.3003141868373884,0.0036302893422544003,-0.0001422571367584169,0.0011157927801832557,-6.865263276267797e-05,-0.001242003869265318,0.5196307301521301
65,0.0017628156347200274,0.0003698820364661515,5.063383102416992,-5.429246277207001e-05,0.00014831812210314155,0.3108660655288479,0.0036626162473112345,-0.0001702091976767406,0.0010416337754577398,-7.107567944331095e-05,-0.0012500904267653823,0.5275952816009521
66,0.0018340895185247064,0.000389430409995839,5.06340217590332,-5.4314053873472796e-05,0.00012381219951262956,0.3215752452548013,0.0036898187827318907,-0.0001990839809877798,0.0009655197500251234,-7.393697160296142e-05,-0.0012543610064312816,0.5354592204093933
67,0.0019057567697018385,0.00040933440322987735,5.063419818878174,-5.464532305542748e-05,9.930547324654704e-05,0.33243967575813543,0.003711867844685912,-0.00022876879666000605,0.0008876012871041894,-7.716430263826624e-05,-0.0012549194507300854,0.5432223677635193
68,0.001977722393348813,0.00042956811375916004,5.063436031341553,-5.5297820470787606e-05,7.487265215244676e-05,0.343457399142876,0.0037287422455847263,-0.00025914577418006957,0.0008082505082711577,-8.06006501079537e-05,-0.0012519118608906865,0.5508850812911987
69,0.002049891510978341,0.0004501049406826496,5.063450813293457,-5.6282144192943644e-05,5.058508579813825e-05,0.3546263367218824,0.0037404450122267008,-0.00029009138233959675,0.0007275583338923752,-8.424610859947279e-05,-0.0012455219402909279,0.5584466457366943
70,0.002122169826179743,0.0004709177010226995,5.0634636878967285,-5.760559905692567e-05,2.6511618373747936e-05,0.36594453323069354,0.0037469863891601562,-0.00032147872843779624,0.0006458822754211724,-8.798670023679733e-05,-0.0012358857784420252,0.5659074783325195
71,0.0021944644395262003,0.0004919786588288844,5.063475131988525,-5.9271825771590574e-05,2.71760338743654e-06,0.3774098662148872,0.0037483987398445606,-0.0003531764668878168,0.000563282985240221,-9.168840915663168e-05,-0.0012231887085363269,0.5732672810554504
72,0.0022666833829134703,0.0005132596706971526,5.0634846687316895,-6.128119760599794e-05,-2.073489695209041e-05,0.3890203550720911,0.003744725603610277,-0.0003850512148346752,0.0004800141614396125,-9.523763583274558e-05,-0.0012076039565727115,0.5805261135101318
73,0.0023387358523905277,0.0005347322439774871,5.063492774963379,-6.363195739282912e-05,-4.378678069349995e-05,0.40077402725791245,0.0037360237911343575,-0.00041696842527017,0.00039629993261769414,-9.85773658612743e-05,-0.0011892856564372778,0.5876845717430115
74,0.002410532906651497,0.0005563676240853965,5.0634989738464355,-6.632513810444467e-05,-6.63825764275483e-05,0.4126688620230613,0.003722366178408265,-0.00044879200868308544,0.0003122750495094806,-0.00010189622116740793,-0.0011684221681207418,0.5947425365447998
75,0.002481987001374364,0.0005781368818134069,5.063503742218018,-6.935079149582403e-05,-8.846995597200369e-05,0.4247029059444232,0.0037038340233266354,-0.00048038523527793586,0.00022817813442088664,-0.00010469340486451983,-0.0011451735626906157,0.6017012000083923
76,0.0025530129205435514,0.0006000109715387225,5.063506603240967,-7.269745301399356e-05,-0.00011000040913899944,0.4368741105578294,0.003680524881929159,-0.0005116122774779797,0.00014409920549951494,-0.00010694066440919414,-0.0011197321582585573,0.60856032371521
77,0.0026235273107886314,0.0006219609058462083,5.063508033752441,-7.635478966654092e-05,-0.0001309292770534931,0.44918051007575616,0.0036525470204651356,-0.0005423387628979981,6.023240712238476e-05,-0.00010873989958781749,-0.0010922872461378574,0.6153203845024109
78,0.0026934489142149687,0.0006439576391130686,5.063507556915283,-8.031268386208397e-05,-0.00015121525574790518,0.46162017098521324,0.0036200182512402534,-0.0005724327056668699,-2.3243148461915553e-05,-0.00011014744086423889,-0.001063007628545165,0.6219822764396667
79,0.002762699266895652,0.0006659722421318293,5.06350564956665,-8.455456346275111e-05,-0.00017082120261058265,0.4741910972521256,0.0035830652341246605,-0.0006017639534547925,-0.00010617806401569396,-0.00011088346946053207,-0.001032097265124321,0.6285462975502014
80,0.0028312020003795624,0.0006879759603179991,5.063501834869385,-8.906401764014072e-05,-0.0001897127520824604,0.4868913365809095,0.0035418292973190546,-0.0006302056717686355,-0.00018857212853617966,-0.0001109978838940151,-0.000999690149910748,0.6350127458572388
81,0.0028988837730139494,0.0007099402137100697,5.0634965896606445,-9.382087680601583e-05,-0.00020785963945635366,0.49971898576751833,0.003496454330161214,-0.0006576349842362106,-0.00027017176034860313,-0.00011034162162104622,-0.0009659819188527763,0.6413832902908325
82,0.0029656735714524984,0.0007318368298001587,5.0634894371032715,-9.880340506716716e-05,-0.000225235546688074,0.5126721509381789,0.0034470949321985245,-0.0006839334964752197,-0.00035084245610050857,-0.00010887389362324029,-0.0009311600588262081,0.6476574540138245
83,0.0030315034091472626,0.000753637810703367,5.063480854034424,-0.00010399009930788689,-0.00024181717779692136,0.5257488465666403,0.0033939157146960497,-0.0007089879363775253,-0.0004306141345296055,-0.00010664336878107861,-0.0008953663054853678,0.6538358330726624
84,0.0030963080935180187,0.0007753155659884214,5.063470840454102,-0.00010936042518220066,-0.00025758446679402525,0.5389472411069117,0.0033370829187333584,-0.0007326907361857593,-0.0005092481733299792,-0.00010372960241511464,-0.0008587495540268719,0.6599199771881104
85,0.0031600254587829113,0.0007968429126776755,5.0634589195251465,-0.00011488931940776916,-0.0002725215437273665,0.5522654421774579,0.003276771865785122,-0.000754939450416714,-0.0005866997526027262,-9.993876301450655e-05,-0.0008215071284212172,0.6659106016159058
86,0.0032225963659584522,0.0008181931334547698,5.063445568084717,-0.00012055152694539199,-0.0002866148830458215,0.5657016197185916,0.00321316160261631,-0.0007756382110528648,-0.0006628944538533688,-9.528926602797583e-05,-0.0007837407174520195,0.6718081831932068
87,0.003283964702859521,0.0008393399766646326,5.0634307861328125,-0.0001263211187855574,-0.00029985451973324473,0.5792539426599612,0.003146436298266053,-0.0007946979021653533,-0.0007377425790764391,-8.97747595445253e-05,-0.0007456136518158019,0.6776142716407776
88,0.0033440773840993643,0.000860257598105818,5.063414573669434,-0.00013217444502239815,-0.00031223419133263874,0.5929205316229631,0.003076783148571849,-0.0008120359852910042,-0.0008111698552966118,-8.353222801815718e-05,-0.0007072916487231851,0.6833294630050659
89,0.003402884816750884,0.0008809208520688117,5.06339693069458,-0.00013808383115233755,-0.0003237503832638211,0.6066996213012193,0.003004392609000206,-0.0008275770233012736,-0.0008831016020849347,-7.638221723027527e-05,-0.0006688975263386965,0.68895423412323
90,0.003460339969024062,0.0009013050002977252,5.063377857208252,-0.0001440225945104406,-0.00033440293556452616,0.62058939038461,0.002929459325969219,-0.0008412532042711973,-0.0009535535355098546,-6.83934340486303e-05,-0.0006305788410827518,0.694489061832428
91,0.003516399534419179,0.0009213859448209405,5.063357353210449,-0.0001499659453488137,-0.00034419401601271105,0.6345881286234222,0.0028521765489131212,-0.0008530038758181036,-0.0010223163990303874,-5.967563629383221e-05,-0.0005924335564486682,0.6999362707138062
92,0.0035710230004042387,0.0009411402279511094,5.063335418701172,-0.00015588427039421967,-0.00035312780892726714,0.6486940376278453,0.0027727391570806503,-0.0008627761271782219,-0.0010894499719142914,-5.000274541089311e-05,-0.0005545407766476274,0.7052958607673645
93,0.0036241731140762568,0.000960544915869832,5.063312530517578,-0.00016175182774702274,-0.000361211917687676,0.6629054228901293,0.0026913443580269814,-0.0008705251384526491,-0.0011549250921234488,-3.957939043175429e-05,-0.0005170506192371249,0.7105687856674194
94,0.0036758161149919033,0.0009795776568353176,5.06328821182251,-0.00016754214173829841,-0.000368456050955146,0.6772205666402532,0.0026081872638314962,-0.0008762137149460614,-0.0012186820385977626,-2.8378493880154565e-05,-0.0004800482711289078,0.7157559990882874
95,0.0037259208038449287,0.0009982169140130281,5.063262462615967,-0.00017323101750322642,-0.0003748726675847358,0.6916377249101584,0.0025234625209122896,-0.0008798128692433238,-0.0012806759914383292,-1.652198625379242e-05,-0.0004436509916558862,0.7208585739135742
96,0.0037744594737887383,0.001016441616229713,5.063235759735107,-0.0001787924803596294,-0.0003804765105861474,0.7061553100451475,0.002437364775687456,-0.0008813011227175593,-0.0013409230159595609,-3.922215910279192e-06,-0.0004079497593920678,0.7258772253990173
97,0.0038214074447751045,0.0010342315072193742,5.063207626342773,-0.00018420475140839564,-0.00038528400816595365,0.7207715652719703,0.002350084949284792,-0.0008806648547761142,-0.001399303786456585,9.20517231861595e-06,-0.0003730123280547559,0.7308138608932495
98,0.003866742830723524,0.0010515667963773012,5.063178539276123,-0.00018944265297983614,-0.0003893134876640225,0.7354849797889252,0.0022618104703724384,-0.0008778973715379834,-0.0014558325055986643,2.3033917386783287e-05,-0.0003389101184438914,0.7356691360473633
99,0.003910447005182505,0.0010684283915907145,5.063148498535156,-0.0001944842670207223,-0.0003925858738504928,0.7502938077403251,0.0021727285347878933,-0.0008730000699870288,-0.0015105258207768202,3.739955718629062e-05,-0.0003057544236071408,0.7404431700706482
100,0.003952504601329565,0.001084798015654087,5.063117027282715,-0.00019930861163468236,-0.00039512237016392504,0.7651966159313368,0.0020830207504332066,-0.0008659819723106921,-0.0015633825678378344,5.226315261097625e-05,-0.00027353817131370306,0.7451380491256714
101,0.003992902580648661,0.0011006578570231795,5.063084602355957,-0.00020389524289441492,-0.00039694578674143166,0.7801916810143495,0.0019928663969039917,-0.0008568583289161325,-0.001614389824680984,6.760108226444572e-05,-0.0002423201804049313,0.7497540712356567
102,0.004031631164252758,0.0011159909190610051,5.063051223754883,-0.00020822494409049113,-0.0003980809560191201,0.7952775028721991,0.0019024380017071962,-0.0008456516661681235,-0.0016634715721011162,8.336034807143733e-05,-0.0002121871366398409,0.7542933821678162
103,0.00406868290156126,0.0011307806707918644,5.063016891479492,-0.0002122809115815205,-0.00039855321012494116,0.8104526218284388,0.0018119052983820438,-0.0008323921356350183,-0.0017106879968196154,9.943089389707893e-05,-0.00018314273620489985,0.7587559819221497
104,0.0041040536016225815,0.0011450113961473107,5.062981605529785,-0.0002160479903946532,-0.00039838957500681893,0.8257155087163406,0.0017214337131008506,-0.0008171148947440088,-0.001756100682541728,0.00011574084783205763,-0.00015525611524935812,0.7631424069404602
105,0.00413774186745286,0.0011586680775508285,5.06294584274292,-0.00021950863516290045,-0.00039761749193134577,0.8410646260910606,0.0016311807557940483,-0.0007998615619726479,-0.0017995890229940414,0.00013242043496575207,-0.00012853325461037457,0.7674552798271179
106,0.004169748164713383,0.0011717361630871892,5.062909126281738,-0.00022265121734938714,-0.0003962657651028767,0.8564985421159815,0.0015412989305332303,-0.0007806798093952239,-0.001841212622821331,0.00014919217210263014,-0.0001030208368320018,0.7716944217681885
107,0.0042000762186944485,0.0011842017993330956,5.06287145614624,-0.00022546340531926978,-0.00039436395819469894,0.8720156577478733,0.001451936666853726,-0.0007596222567372024,-0.0018810469191521406,0.0001661011338001117,-7.874917355366051e-05,0.775860607624054
108,0.004228731617331505,0.001196051947772503,5.062833309173584,-0.00022793368453715516,-0.00039194117338769985,0.8876147672953739,0.0013632343616336584,-0.0007367474609054625,-0.001919108210131526,0.00018312943575438112,-5.567885091295466e-05,0.7799551486968994
109,0.004255722742527723,0.001207274035550654,5.062794208526611,-0.0002300535084949185,-0.00038902792845907364,0.9032943640983923,0.0012753256596624851,-0.0007121179369278252,-0.001955275423824787,0.0002001426473725587,-3.3868083846755326e-05,0.7839799523353577
110,0.004281060304492712,0.0012178560718894005,5.0627546310424805,-0.0002318148399693362,-0.00038565444698979157,0.9190530417234005,0.001188338384963572,-0.0006858011474832892,-0.0019896691665053368,0.0002171347732655704,-1.3290089555084705e-05,0.7879350185394287
