id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/rew_attitude_stability2,mean_Episode_Reward/rew_ang_vel_stability4,mean_Episode_Reward/rew_vel2,mean_Episode_Reward/rew_pos2,mean_Episode_Reward/rew_action_rate,mean_Episode_Reward/rew_heading,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command10_11,783,368.5751525878906,437.5832824707031,28.514471330170093,4096,1.936190064996481,0.9278860557824373,8.48973112553358,0.3539000147138722,-0.04126291465945542,2.9081917982548475,0.9763736724853516,0.023382186889648438,0.000244140625,0.0
