step,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
25,4.874254955211654e-05,3.3296801120741293e-06,5.062267780303955,-3.1722101277710765e-05,0.0003058930399051363,0.02967445978806185,0.00042039970867335796,3.745494541362859e-05,0.00017085671424865723,-0.00021957626449875534,0.0011303732171654701,0.15259788930416107
26,5.8347428421257064e-05,4.238920155330561e-06,5.062273979187012,-3.5605437732962835e-05,0.0003282192550753127,0.03291912052023831,0.0004802439652848989,4.54620058008004e-05,0.0002992600202560425,-0.0002290029078722,0.0011096883099526167,0.16223305463790894
27,6.923577166162431e-05,5.3303078857425135e-06,5.062282562255859,-3.958136296065602e-05,0.0003499698665945239,0.0363582990641137,0.0005444171838462353,5.456938743009232e-05,0.00042606890201568604,-0.00023634018725715578,0.0010799950687214732,0.17195886373519897
28,8.149170753313228e-05,6.626959475397598e-06,5.062293529510498,-4.360953975439626e-05,0.0003709750520333177,0.039993537577319715,0.0006127968663349748,6.483257311629131e-05,0.0005503594875335693,-0.00024134691921062768,0.0010418071178719401,0.18176203966140747
29,9.519623563392088e-05,8.15294242784148e-06,5.062306880950928,-4.7649226587094266e-05,0.0003910755763558704,0.04382614814010127,0.0006852265214547515,7.629916217410937e-05,0.0006714761257171631,-0.00024391515762545168,0.0009956809226423502,0.1916305124759674
30,0.00011042659025406465,9.933106412063353e-06,5.062322616577148,-5.165979273028357e-05,0.00041012432815645816,0.04785718820884756,0.0007615177892148495,8.9008201030083e-05,0.000788569450378418,-0.00024396373191848397,0.0009422486182302237,0.20155203342437744
31,0.00012725565466098487,1.1992899999313522e-05,5.06234073638916,-5.560020988516115e-05,0.0004279868948569021,0.052087496271344895,0.0008414529729634523,0.00010298968845745549,0.0009011030197143555,-0.00024138815933838487,0.0008821742376312613,0.21151570975780487
32,0.00014575140085071325,1.4358177395479288e-05,5.062360763549805,-5.9432963221695306e-05,0.00044454225357304367,0.05651772110173317,0.0009247877169400454,0.0001182638734462671,0.0010085105895996094,-0.0002362834056839347,0.000816147425211966,0.22151115536689758
33,0.00016597648209426552,1.7055004718713462e-05,5.06238317489624,-6.312274754364088e-05,0.00045968280464547817,0.06114829861735988,0.0010112538002431393,0.000134841407998465,0.0011103898286819458,-0.00022868267842568457,0.0007448707474395633,0.23152881860733032
34,0.00018798772362060845,2.0109468096052296e-05,5.062407493591309,-6.663449920465358e-05,0.00047331453745935725,0.06597948615915274,0.0011005618143826723,0.00015272319433279335,0.0012062937021255493,-0.0002185282646678388,0.0006690569571219385,0.24155932664871216
35,0.00021183580975048244,2.3547465389128774e-05,5.062433242797852,-6.993908111063146e-05,0.00048535729601129063,0.0710113622092418,0.001192403957247734,0.00017189988284371793,0.0012958645820617676,-0.00020605343161150813,0.0005894186324439943,0.251593679189682
36,0.00023756494920235127,2.739451520028524e-05,5.062460899353027,-7.300971635237212e-05,0.0004957442941699863,0.07624383215714199,0.0012864571763202548,0.00019235251238569617,0.001378759741783142,-0.00019132021407131106,0.00050664774607867,0.26162347197532654
37,0.0002652126713655889,3.167556496919133e-05,5.062489986419678,-7.58221834371795e-05,0.000504422372444413,0.08167666021070019,0.0013823856133967638,0.00021405248844530433,0.0014547854661941528,-0.00017441078671254218,0.00042145964107476175,0.27164119482040405
38,0.00029480954981409013,3.641479634097777e-05,5.062520503997803,-7.835672567142297e-05,0.0005113513583099305,0.0873094629869714,0.0014798438642174006,0.00023696162679698318,0.0015238523483276367,-0.00015551286924164742,0.00033451736089773476,0.28164002299308777
39,0.0003263791440986097,4.163544872426428e-05,5.062552452087402,-8.059859145816431e-05,0.0005165032994127738,0.09314171314628399,0.001578479423187673,0.0002610326337162405,0.0015857666730880737,-0.00013484820374287665,0.0002464517892803997,0.2916126549243927
40,0.0003599378396756947,4.735964103019796e-05,5.062585353851318,-8.25344700595156e-05,0.0005198624860833778,0.09917277240588392,0.0016779350116848946,0.00028620968805626035,0.0016404986381530762,-0.00011247274960624054,0.0001578906667418778,0.30155330896377563
41,0.00039549486245959997,5.360821160138585e-05,5.062619209289551,-8.415670386934309e-05,0.0005214244660334266,0.10540188695605487,0.0017778517212718725,0.0003124284849036485,0.0016880035400390625,-8.866272401064634e-05,6.941070023458451e-05,0.3114554286003113
42,0.0004330522788222879,6.040055086486973e-05,5.062653541564941,-8.54616761412664e-05,0.0005211957278550283,0.11182817397200254,0.0018778707599267364,0.00033961699227802455,0.0017283707857131958,-6.362420390360057e-05,-1.844458529376425e-05,0.3213144540786743
43,0.0004726049955934286,6.775447400286794e-05,5.062688827514648,-8.644760054785992e-05,0.0005191927483667591,0.11845066322266884,0.001977636246010661,0.0003676961350720376,0.0017615258693695068,-3.746421862160787e-05,-0.00010514832683838904,0.33112409710884094
44,0.0005141409346833825,7.568607543362305e-05,5.062724590301514,-8.711636326824187e-05,0.0005154415984316429,0.1252682576301368,0.0020767967216670513,0.00039657996967434883,0.0017875880002975464,-1.039124617818743e-05,-0.00019023340428248048,0.3408796787261963
45,0.0005576410912908614,8.420960512012243e-05,5.062760829925537,-8.747406370939146e-05,0.000509976925181288,0.13227978340298097,0.002175007713958621,0.0004261763533577323,0.0018066465854644775,1.7351616406813264e-05,-0.00027326884446665645,0.35057663917541504
46,0.0006030797376297414,9.333735943073407e-05,5.0627970695495605,-8.752764059276368e-05,0.0005028413367145212,0.13948400039650663,0.0022719332482665777,0.00045638770097866654,0.0018188953399658203,4.5677137677557766e-05,-0.0003538575838319957,0.36021140217781067
47,0.0006504246848635375,0.00010307958291377872,5.062833786010742,-8.728786794938885e-05,0.0004940850196666347,0.14687959343813262,0.0023672475945204496,0.00048711124691180885,0.0018244534730911255,7.43392447475344e-05,-0.0004316262493375689,0.3697793781757355
48,0.000699637399520725,0.0001134443809860386,5.062870025634766,-8.676635220659633e-05,0.00048376504338554227,0.1544651443518576,0.0024606361985206604,0.0005182398017495871,0.0018234997987747192,0.0001032336731441319,-0.0005062400014139712,0.37927713990211487
49,0.000750673352740705,0.00012443763262126595,5.062906265258789,-8.597801956734913e-05,0.0004719441960203685,0.16223917237817162,0.002551798243075609,0.0005496622761711478,0.0018161982297897339,0.0001321260933764279,-0.0005774336168542504,0.3887009024620056
50,0.0008034823113121092,0.00013606291031464934,5.0629425048828125,-8.493905061701681e-05,0.0004586905948313902,0.17020014128442906,0.002640446648001671,0.0005812642630189657,0.0018028467893600464,0.0001608762686373666,-0.0006449529901146889,0.39804819226264954
51,0.0008580085122957826,0.00014832148735877126,5.062978267669678,-8.366231606466554e-05,0.00044407672520030417,0.17834645453813266,0.002726309932768345,0.0006129287066869438,0.0017836391925811768,0.00018956662097480148,-0.0007085564429871738,0.40731608867645264
52,0.0009141911868937314,0.00016121219960041344,5.063013553619385,-8.21660832091218e-05,0.0004281792616664948,0.1866764952928733,0.0028091331478208303,0.0006445355247706175,0.0017588287591934204,0.0002178397262468934,-0.0007680953131057322,0.4165021777153015
53,0.0009719647350721061,0.0001747314672684297,5.063048362731934,-8.046773672706956e-05,0.00041107776003856955,0.19518854625988805,0.0028886778745800257,0.0006759630632586777,0.001728653907775879,0.00024564657360315323,-0.0008234242559410632,0.4256036579608917
54,0.0010312591912224889,0.00018887323676608503,5.063082218170166,-7.858499764634748e-05,0.0003928548892824235,0.20388089590346123,0.0029647238552570343,0.0007070882129482925,0.0016932934522628784,0.00027287029661238194,-0.0008744084043428302,0.4346178472042084
55,0.0010920005152001977,0.00020362898067105561,5.063115119934082,-7.653432673390608e-05,0.0003735948272496348,0.2127517638142336,0.003037068760022521,0.0007377869915217161,0.001653134822845459,0.0002994792885147035,-0.0009209812851622701,0.4435434341430664
56,0.001154111116193235,0.00021898766863159835,5.063147068023682,-7.433491960169957e-05,0.0003533838137756984,0.22179931918634135,0.003105528885498643,0.000767934659961611,0.0016083121299743652,0.0003252302703913301,-0.0009630891145206988,0.45237788558006287
57,0.0012175098527222872,0.00023493581102229655,5.063178062438965,-7.200249200242717e-05,0.0003323091315887705,0.23102172040720928,0.0031699396204203367,0.0007974068867042661,0.001559242606163025,0.00035019003553315997,-0.001000666874460876,0.46112051606178284
58,0.001282112905755639,0.00025145738618448377,5.063208103179932,-6.955478105367861e-05,0.00031045799593787393,0.24041710072478018,0.003230155212804675,0.000826079398393631,0.0015060752630233765,0.00037416082341223955,-0.0010337663115933537,0.46976903080940247
59,0.001347833895124495,0.0002685339713934809,5.063237190246582,-6.700728815217096e-05,0.00028791805232630807,0.24998356481376055,0.003286049235612154,0.000853828969411552,0.0014491528272628784,0.0003971456899307668,-0.0010623704874888062,0.4783228933811188
60,0.0014145842287689447,0.00028614464099518955,5.063264846801758,-6.437437940295835e-05,0.0002647762761047723,0.2597191842310069,0.003337514353916049,0.0008805336547084153,0.0013887137174606323,0.0004190982144791633,-0.001086532254703343,0.4867803454399109
61,0.0014822734519839287,0.00030426611192524433,5.063291549682617,-6.16704516475272e-05,0.0002411188418318666,0.26962199229364475,0.0033844620920717716,0.0009060729062184691,0.0013250112533569336,0.0004399191529955715,-0.001106320065446198,0.49514031410217285
62,0.001550809945911169,0.00032287268550135195,5.063316822052002,-5.890748399251965e-05,0.00021703055066724097,0.2796900507432562,0.0034268228337168694,0.0009303283295594156,0.0012583881616592407,0.0004596286453306675,-0.001121808192692697,0.5034030079841614
63,0.001620100811123848,0.00034193636383861303,5.063340663909912,-5.609842147041111e-05,0.0001925945542438079,0.28992138414283597,0.0034645453561097383,0.0009531835676170886,0.0011890679597854614,0.00047808795352466404,-0.0011331223649904132,0.5115668177604675
64,0.0016900526825338602,0.00036142687895335257,5.063363075256348,-5.325395605634284e-05,0.00016789210469170257,0.30031399864396435,0.003497596364468336,0.0009745252318680286,0.0011172592639923096,0.0004953154711984098,-0.001140365842729807,0.5196309685707092
65,0.001760571845807135,0.0003813117218669504,5.063384056091309,-5.0381813012331175e-05,0.00014300175757964162,0.31086587830602413,0.0035259604919701815,0.000994242844171822,0.0010431855916976929,0.0005113767110742629,-0.0011436594650149345,0.5275946855545044
66,0.001831564586609602,0.00040155628812499344,5.063403606414795,-4.749219303662578e-05,0.00011800042241127962,0.32157502080481687,0.0035496396012604237,0.0010122290113940835,0.0009671598672866821,0.0005260615143924952,-0.001143160741776228,0.5354583263397217
67,0.0019029376562684774,0.0004221238777972758,5.063421249389648,-4.4592440664927355e-05,9.29618172120783e-05,0.33243946099003663,0.003568651620298624,0.001028380123898387,0.0008894205093383789,0.0005394400213845074,-0.001139022409915924,0.5432215929031372
68,0.0019745982717722654,0.0004429758118931204,5.063437461853027,-4.168984135382099e-05,6.795643412438324e-05,0.3434571445136623,0.0035830307751893997,0.0010425965301692486,0.0008101314306259155,0.0005514529766514897,-0.0011314378352835774,0.5508836507797241
69,0.0020464546978473663,0.0004640714614652097,5.063452243804932,-3.8788572299570746e-05,4.305204361942927e-05,0.35462604395988506,0.0035928264260292053,0.001054783002473414,0.0007296055555343628,0.0005621810560114682,-0.0011205284390598536,0.5584452152252197
70,0.002118416829034686,0.00048536842223256826,5.063465118408203,-3.5894092410863926e-05,1.831295079979256e-05,0.36594421131240745,0.0035981026012450457,0.0010648485040292144,0.0006479918956756592,0.0005715128500014544,-0.001106522511690855,0.5659059286117554
71,0.0021903954911977053,0.0005068225436843932,5.0634765625,-3.3012415975291696e-05,-6.1993585918074245e-06,0.3774095151184888,0.003598937066271901,0.0010727067710831761,0.0005654841661453247,0.0005793658783659339,-0.0010896078310906887,0.5732653737068176
72,0.002262303838506341,0.0005283880745992064,5.063486099243164,-3.0146470351465247e-05,-3.0426573565112136e-05,0.38901998716888825,0.0035954206250607967,0.001078277244232595,0.0004823058843612671,0.0005858395015820861,-0.0010699242120608687,0.5805240273475647
73,0.0023340568877756596,0.0005500177503563464,5.0634942054748535,-2.7299154842097122e-05,-5.431466823102582e-05,0.4007736286777004,0.003587656654417515,0.0010814842535182834,0.0003987550735473633,0.0005909150349907577,-0.0010477147297933698,0.5876833200454712
74,0.002405571984127164,0.0005716629093512893,5.06350040435791,-2.447414525452815e-05,-7.781234252379754e-05,0.412668452391462,0.003575759707018733,0.0010822579497471452,0.000314861536026001,0.0005945150041952729,-0.0010231671622022986,0.5947420597076416
75,0.002476769033819437,0.0005932736094109714,5.063505172729492,-2.167448714358364e-05,-0.00010087267645153553,0.4247024961092168,0.003559855278581381,0.0010805344209074974,0.00023077428340911865,0.0005966656026430428,-0.0009965181816369295,0.6017003655433655
76,0.0025475705042481422,0.0006147987442091107,5.063508033752441,-1.890110783478695e-05,-0.0001234512810657229,0.43687367783607983,0.003540078178048134,0.001076255808584392,0.00014671683311462402,0.0005974299856461585,-0.0009678872884251177,0.6085591316223145
77,0.0026179018896073103,0.0006361861596815288,5.063509464263916,-1.615623304445331e-05,-0.00014550872912999502,0.4491800413910353,0.003516572527587414,0.001069370424374938,6.29723072052002e-05,0.0005967725883238018,-0.0009375719237141311,0.6153199076652527
78,0.0026876917108893394,0.0006573828286491334,5.063508987426758,-1.3443166061507036e-05,-0.0001670074787734066,0.4616196728314207,0.0034894903656095266,0.0010598329827189445,-2.0548701286315918e-05,0.0005946126184426248,-0.0009057281422428787,0.6219810843467712
79,0.0027568715158849955,0.0006783349090255797,5.063507080078125,-1.0763947226894376e-05,-0.00018791344663782183,0.4741905715444913,0.0034589909482747316,0.0010476050665602088,-0.00010353326797485352,0.0005910140462219715,-0.0008725318475626409,0.6285449862480164
80,0.002825376344844699,0.0006989880348555744,5.063503265380859,-8.12117930236677e-06,-0.00020819649260106488,0.4868908083541842,0.0034252398181706667,0.0010326551273465157,-0.00018590688705444336,0.0005859780358150601,-0.0008382189553231001,0.635011613368988
81,0.0028931444976478815,0.0007192871998995543,5.063498020172119,-5.517700607168164e-06,-0.0002278290466271038,0.49971842798462535,0.0033884081058204174,0.0010149584850296378,-0.00026755034923553467,0.0005794966127723455,-0.0008029538439586759,0.6413811445236206
82,0.0029601179994642735,0.0007391771650873125,5.063490867614746,-2.9570519899623673e-06,-0.00024678657631382883,0.5126715305900262,0.0033486713655292988,0.0009944975608959794,-0.00034834444522857666,0.0005715613369829953,-0.0007669371552765369,0.6476550698280334
83,0.003026242135092616,0.0007586024003103375,5.063482284545898,-4.4125180950853905e-07,-0.00026504819297512583,0.5257482275039304,0.003306209109723568,0.0009712622850202024,-0.0004280656576156616,0.0005622819880954921,-0.0007303360616788268,0.6538345813751221
84,0.003091466147452593,0.0007775073754601181,5.063472270965576,2.0255217839508955e-06,-0.0002825958706225151,0.538946620463718,0.0032612041104584932,0.0009452494559809566,-0.0005068182945251465,0.0005515977391041815,-0.0006933734402991831,0.6599185466766357
85,0.0031557430047541857,0.0007958366186358035,5.063460350036621,4.439147572566419e-06,-0.0002994139809080476,0.5522648198907074,0.003213840536773205,0.0009164632647298276,-0.0005843788385391235,0.0005395393818616867,-0.0006561944028362632,0.6659091114997864
86,0.0032190291676670313,0.0008135349489748478,5.063446998596191,6.794410653948386e-06,-0.0003154905867563951,0.5657009957384774,0.0031643046531826258,0.0008849152363836765,-0.0006606876850128174,0.000526133575476706,-0.0006190342828631401,0.6718065142631531
87,0.003281284822151065,0.0008305474184453487,5.063432216644287,9.085150446087148e-06,-0.00033081390079714446,0.5792532938746757,0.0031127824913710356,0.0008506242884323001,-0.0007356405258178711,0.0005113244988024235,-0.0005819677608087659,0.6776123642921448
88,0.0033424741122871637,0.000846819777507335,5.063416004180908,1.130594200419735e-05,-0.0003453761666134536,0.5929198123357537,0.0030594603158533573,0.000813616905361414,-0.0008092373609542847,0.0004952356684952974,-0.0005451874458231032,0.6833266615867615
89,0.00340256467461586,0.0008622983004897833,5.063398361206055,1.3449753926653925e-05,-0.00035917037112409567,0.6066988639885394,0.003004523226991296,0.0007739268476143479,-0.0008812546730041504,0.00047781463945284486,-0.0005088127800263464,0.6889517307281494
90,0.003461527870967984,0.0008769301930442452,5.063379287719727,1.5509813159876077e-05,-0.000372192955328865,0.620588645920503,0.002948154928162694,0.0007315953844226897,-0.0009517669677734375,0.0004591678734868765,-0.0004730229265987873,0.694487452507019
91,0.0035193385556340218,0.0008906635921448469,5.063358783721924,1.747884929530204e-05,-0.0003844413993392415,0.6345872888873462,0.0028905365616083145,0.0006866707699373364,-0.0010207295417785645,0.000439305673353374,-0.0004379167512524873,0.6999340057373047
92,0.0035759755410254,0.0009034477407112718,5.0633368492126465,1.9348765114427844e-05,-0.00039591557001772415,0.6486931578433222,0.00283184670843184,0.0006392084178514779,-0.0010880082845687866,0.0004182742559351027,-0.00040365196764469147,0.7052934765815735
93,0.0036314206663519144,0.0009152331622317433,5.063313961029053,2.1111624992749572e-05,-0.000406617054748315,0.662904483960887,0.002772259758785367,0.0005892706685699522,-0.0011535584926605225,0.00039614608976989985,-0.00037033314583823085,0.7105671167373657
94,0.003685659496113658,0.0009259717189706862,5.063289642333984,2.275700645372423e-05,-0.00041654815888581,0.6772195689371139,0.002711946377530694,0.0005369264981709421,-0.0012174248695373535,0.0003728617448359728,-0.0003381034766789526,0.7157548666000366
95,0.0037386808544397354,0.0009356167283840477,5.063263893127441,2.427421714789692e-05,-0.00042571334578433984,0.6916367249101685,0.002651072107255459,0.00048225175123661757,-0.001279577612876892,0.0003485038469079882,-0.000307092210277915,0.7208577394485474
96,0.0037904768250882626,0.0009441233123652637,5.063237190246582,2.5654543507068892e-05,-0.00043411848719965285,0.7061542519553106,0.0025897971354424953,0.0004253288498148322,-0.0013400018215179443,0.0003232198941987008,-0.00027732725720852613,0.7258760929107666
97,0.003841042285785079,0.0009514482226222754,5.063209056854248,2.688912200280985e-05,-0.00044176967094156083,0.7207705053237703,0.002528275828808546,0.00036624609492719173,-0.0013985484838485718,0.00029704440385103226,-0.0002488562895450741,0.7308124899864197
98,0.0038903753738850355,0.0009575501899234951,5.063179969787598,2.7967171849848596e-05,-0.00044867511578039476,0.7354838752981022,0.002466656267642975,0.0003050975501537323,-0.001455262303352356,0.00027000601403415203,-0.00022185078705661,0.7356680631637573
99,0.003938477020710707,0.0009623898658901453,5.063149929046631,2.8879486175924656e-05,-0.00045484435093134934,0.7502927009292533,0.0024050800129771233,0.00024198289611376822,-0.0015101134777069092,0.00024224806111305952,-0.00019633330521173775,0.740443229675293
100,0.003985350485891104,0.0009659299976192415,5.0631184577941895,2.9614323496448133e-05,-0.00046028682253562714,0.7651955070000114,0.0023436814080923796,0.000177006731973961,-0.0015630871057510376,0.0002137179544661194,-0.0001724175817798823,0.7451385855674744
101,0.004031002055853605,0.0009681355440989137,5.063086032867432,3.0160883021170418e-05,-0.00046501329511716705,0.7801905505882564,0.002282587345689535,0.00011027877917513251,-0.0016142576932907104,0.00018453868688084185,-0.0001501404622104019,0.749754786491394
102,0.00407544057816267,0.0009689737926237285,5.063052654266357,3.0508860257700737e-05,-0.00046903534038733596,0.7952763727712882,0.0022219165693968534,4.1913292079698294e-05,-0.00166359543800354,0.0001548081054352224,-0.0001295381662202999,0.7542931437492371
103,0.004118676297366619,0.0009684143587946892,5.063018321990967,3.064741159214949e-05,-0.0004723647766511352,0.8104515078662111,0.0021617799066007137,-2.797144406940788e-05,-0.001711040735244751,0.0001245643652509898,-0.00011065615399274975,0.7587549686431885
104,0.0041607217863202095,0.0009664293029345572,5.06298303604126,3.0565351402903374e-05,-0.00047501513225522984,0.8257143935559429,0.00210227956995368,-9.925330959958956e-05,-0.0017565637826919556,9.391245839651674e-05,-9.358693205285817e-05,0.7631420493125916
105,0.004201591946184635,0.0009629931882955134,5.062946796417236,3.025271587903919e-05,-0.00047700007775253184,0.8410634984968359,0.002043509390205145,-0.00017180689610540867,-0.0018001943826675415,6.295462662819773e-05,-7.830267713870853e-05,0.7674550414085388
106,0.004241303075104952,0.0009580830810591578,5.062910079956055,2.9698315388160608e-05,-0.0004783333415556701,0.856497371104269,0.0019855538848787546,-0.00024550396483391523,-0.0018420517444610596,3.1708477763459086e-05,-6.486107304226607e-05,0.7716935873031616
107,0.004279872868210077,0.0009516787831671536,5.062872409820557,2.8892335856206335e-05,-0.0004790296628160995,0.872014486509,0.001928488607518375,-0.00032021375955082476,-0.0018820464611053467,3.1877425499260426e-07,-5.325670645106584e-05,0.775860071182251
108,0.004317320417612791,0.0009437627159059048,5.062833786010742,2.782513268439181e-05,-0.0004791044917060727,0.8876135449145914,0.0018723799148574471,-0.00039580356678925455,-0.0019202381372451782,-3.1122108339332044e-05,-4.3507039663381875e-05,0.7799549102783203
109,0.004353666212409735,0.0009343199199065566,5.0627946853637695,2.6487178276579536e-05,-0.0004785731891403522,0.9032932452487813,0.0018172849668189883,-0.00047213936340995133,-0.0019565075635910034,-6.255549669731408e-05,-3.560510231181979e-05,0.7839807271957397
110,0.004388931207358837,0.0009233382297679782,5.0627546310424805,2.4869129039362273e-05,-0.00047745162969192734,0.9190519788257729,0.0017632516101002693,-0.0005490859621204436,-0.00199107825756073,-9.389320621266961e-05,-2.956631942652166e-05,0.7879353165626526
111,0.004423137754201889,0.0009108080994337797,5.062714099884033,2.2962323119318534e-05,-0.0004757548515395005,0.9348884073755582,0.0017103181453421712,-0.0006265077390708029,-0.0020238012075424194,-0.00012508529471233487,-2.5329500203952193e-05,0.7918230891227722
