60.0, -350.0, -400.0, 1.75
80.0, -250.0, -400.0, 60.0
90.0, -150.0, -400.0, 60.0
100.0, -50.0, -400.0, 60.0
110.0, 50.0, -400.0, 60.0
140.0, 200.0, -250.0, 100.0
150.0, 200.0, -150.0, 100.0
160.0, 200.0, -50.0, 100.0
170.0, 200.0, 50.0, 100.0
180.0, 200.0, 150.0, 100.0
210.0, 50.0, 300.0, 60.0
220.0, -50.0, 300.0, 60.0
230.0, -150.0, 300.0, 60.0
240.0, -250.0, 300.0, 60.0
260.0, -350.0, 300.0, 20.0
270.0, -350.0, 300.0, 3.0
280.0, -350.0, 300.0, 1.75
