id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/rew_attitude_stability2,mean_Episode_Reward/rew_ang_vel_stability4,mean_Episode_Reward/rew_vel2,mean_Episode_Reward/rew_pos2,mean_Episode_Reward/rew_action_rate,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command9_11,917,261.50293701171876,429.0419921875,69.0799709922853,4096,1.848173126578331,0.7751830546185374,2.8743170062080026,4.206263420870528,-0.0313962432264816,0.950164794921875,0.0474090576171875,0.0024261474609375,0.0
