id_run_name,iteration,reward,max_reward,std_reward,num_envs_train
ppo_random_command2_1,159,148.63953662872314,184.545654296875,27.262324150304504,1024
ppo_random_command2_2,1939,236.2637321472168,264.8507385253906,15.473775708243895,8196
ppo_random_command2_3,1773,194.03337997436523,265.6399841308594,18.53303848402833,2048
ppo_random_command2_4,1915,183.80271255493165,233.6815948486328,14.01977999776454,512
ppo_random_command2_5,1999,134.32124570846557,209.8539886474609,48.02539106251243,8196
ppo_random_command2_6,1780,187.0855168151856,244.57293701171875,16.626587837483353,8196
ppo_random_command2_7,1803,41.71348264694214,226.66845703125,29.7356111803403,2048
ppo_random_command2_8,1997,76.64823928833007,214.92811584472656,35.141255816970514,64
ppo_random_command2_9,1986,47.33767839431763,104.87940216064452,16.636846602230783,64
ppo_random_command2_10,1839,20.536175451278687,33.399662017822266,4.896855005872017,64
ppo_random_command2_11,4,12.094053583145142,20.137107849121094,1.8466540427228648,4096
ppo_random_command2_12,2,12.325449233055116,19.96660423278809,1.8282523154638108,2048
ppo_random_command2_13,106,181.37057891845703,248.6454467773437,19.62586884080289,8196
ppo_random_command2_14,1616,17.417772579193116,28.457416534423828,3.8498895753149904,64
ppo_random_command2_16,662,177.13921356201172,200.22833251953125,5.927571382995653,2048
ppo_random_command2_18,1976,175.59409437179565,265.4637451171875,27.91343378974641,8196
ppo_random_command2_19,1623,184.60002029418945,268.2330322265625,16.064506331370353,2048
ppo_random_command2_20,792,200.1997738647461,262.2367858886719,22.301795679093143,1024
ppo_random_command2_21,713,213.6279244995117,264.5521545410156,23.3200073182776,4096
ppo_random_command2_22,1999,93.5145458984375,168.05535888671875,44.22016479937747,128
ppo_random_command2_25,1807,11.6758106136322,18.74534034729004,2.122275265660382,128
ppo_random_command2_26,1430,171.8764826965332,239.5385131835937,18.226861461613968,64
ppo_random_command2_27,5,11.324952583312989,19.45011329650879,2.127168601872296,64
ppo_random_command2_29,4,11.832310581207276,20.70122718811035,1.9839028098964944,8196
ppo_random_command2_30,992,13.739385242462156,25.20529556274414,2.869589658919596,512
ppo_random_command2_31,1943,193.6938432312012,252.3007202148437,15.005365882701186,512
ppo_random_command2_32,2,12.201391654014587,19.959693908691406,1.612132466935421,2048
ppo_random_command2_33,513,177.97481155395508,206.375717163086,7.1144653374505324,1024
ppo_random_command2_34,4,11.819764728546142,20.652477264404297,1.8431905417334769,8196
ppo_random_command2_35,1573,189.1455443572998,253.18218994140625,21.920144491258913,512
