id_run_name,reward,max_reward,std,num_envs_test,checkpoint,mean_Episode_Reward/rew_attitude_stability2,mean_Episode_Reward/rew_ang_vel_stability4,mean_Episode_Reward/rew_pos2,mean_Episode_Reward/rew_action_rate,mean_Episode_Reward/rew_heading,mean_Episode_Reward/rew_track_vel3,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command12_25,226.19712454080585,287.6344735324383,61.43734899163246,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_25_2048.pt,0.8296866416931152,0.4385979771614074,0.6298205256462097,-5.547304681385867e-05,1.1241754293441772,3.568166494369507,0.0,1.0,0.0,0.0
ppo_random_command12_9,231.53777633607388,266.73006926476955,35.19229292869568,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_9_512.pt,0.9615312218666076,0.5166568756103516,0.9101082682609558,-4.3399937567301095e-05,1.3158800601959229,4.149685382843018,0.0,1.0,0.0,0.0
ppo_random_command12_15,238.77004490047693,273.30815280228853,34.5381079018116,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_15_512.pt,1.0827598571777344,0.5739020705223083,0.9215158820152284,-0.0035723121836781,1.252945899963379,4.341725826263428,0.0,1.0,0.0,0.0
ppo_random_command12_7,200.3513955622912,226.4557107463479,26.10431518405676,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_7_512.pt,0.9611326456069946,0.5411298274993896,0.3522479236125946,-1.909791171783581e-05,1.25775146484375,3.857641458511353,0.0,1.0,0.0,0.0
ppo_random_command12_16,279.7856275141239,279.7856275141239,0.0,1,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_16_8196.pt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_random_command12_25,245.2458955400988,306.9241722971201,60.66447195067354,256,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_25_2048.pt,0.9867819091024804,0.6573846292398546,0.1832225882264483,-5.6243106855526696e-05,1.9639130709568244,5.035634741712912,0.0,0.0362797867892976,0.1199048913043478,0.0
ppo_random_command12_9,236.6707817607644,306.6158602833748,69.18299657400357,256,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_9_512.pt,1.1863780035157547,0.6200174942273985,0.8977558536511479,-5.565115206164509e-05,1.6165538392961023,4.534946937147867,0.0,0.090044981060606,0.167092803030303,0.0
ppo_random_command12_15,238.2036926728265,310.7415944635868,73.0494688146183,256,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_15_512.pt,1.2418692300561816,0.6535119021660648,0.9396842455142178,-0.0036370090207128,1.5630212399701122,5.139759081834927,0.0,0.0650390625,0.15032958984375,0.0
ppo_random_command12_7,184.84127595665285,279.2332876473665,66.00808859028106,256,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_7_512.pt,0.9507889152932408,0.5607520359694153,0.204958239540055,-2.874963257896968e-05,1.1275548469073868,3.3215157417936023,0.0,0.1264569256756756,0.2474028716216216,0.0
ppo_random_command12_16,244.5185982782153,313.05032497644424,70.9297605907732,256,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_16_8196.pt,1.2284014125985483,0.6585323672981993,1.0818121403936416,-0.0001350189839154,1.7010077200664748,4.989975892451982,0.0,0.0865423387096774,0.1063634072580645,0.0
ppo_random_command12_25,246.328443950804,310.485433280468,61.89822531113404,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_25_2048.pt,1.2237334426022903,0.6672040244380948,0.390549071671096,-0.0001002233553247,1.766860666893149,4.809100758525712,0.0,0.0497305078777128,0.1087701507721202,0.0
ppo_random_command12_9,238.43437888290657,309.682488784194,68.45953890877504,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_9_512.pt,1.142992386246778,0.6195744274837893,0.9245494798100488,-4.3687651732300286e-05,1.7941294194609727,4.979985704633981,0.0,0.0729016657066052,0.169735863095238,0.0
ppo_random_command12_15,242.43782313872765,312.3139998614788,67.95611643731405,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_15_512.pt,1.1265324107798689,0.6327255590122955,0.515485606106799,-0.0030419224847854,1.498442497206387,4.66767162792932,0.0,0.0781415119263285,0.1136885441827697,0.0
ppo_random_command12_7,186.5451999964329,284.8774261325598,65.63044531598473,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_7_512.pt,0.9390693827820376,0.5708278146738351,0.1958315903166545,-2.4207281842085427e-05,1.3600616454076375,3.7163700014511183,0.0,0.1010546605231353,0.248110270631906,0.0
ppo_random_command12_16,250.446757592952,310.7553408443928,63.41769332567506,1024,C:/Users/Teresa/Documents/GitHub/navsim/tmp/tmpTeresa/resultados_grid_command_v12/best_model_ppo_random_command12_16_8196.pt,1.2644893945413278,0.6795084969761988,1.1376796289875533,-0.0001311623535497,1.7979222632039604,5.120473299817213,0.0,0.0783013012167221,0.0835773385503327,0.0
