id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/alive,mean_Episode_Reward/action_rate,mean_Episode_Reward/terminating,mean_Episode_Reward/rew_pos_diff,mean_Episode_Reward/rew_pos_diff_fine_grained,mean_Episode_Reward/rew_lin_vel_diff,mean_Episode_Reward/rew_lin_vel_diff_fine_grained,mean_Episode_Reward/rew_ang_vel_z_diff,mean_Episode_Reward/rew_ang_vel_z_diff_fine_grained,mean_Episode_Reward/rew_roll_diff,mean_Episode_Reward/rew_roll_diff_fine_grained,mean_Episode_Reward/rew_pitch_diff,mean_Episode_Reward/rew_pitch_diff_fine_grained,mean_Episode_Reward/rew_hovering,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command7_11,103,-0.7284782513976097,2.2663049697875977,1.048913293058662,8196,0.09261487603187561,-0.0004840048949699849,-0.015999998915940523,-0.0022271909913979472,0.07982297271490096,-0.31159417688846586,0.002482022868935019,-0.001287121174391359,0.04453930910676718,-0.0029003209504298868,0.035048867873847485,-0.0058722565229982135,0.013378057125955821,0.035230171363800765,0.0,1.0,0.0,0.0
