id_run_name,iteration,reward,max_reward,std_reward,num_envs_train
ppo_random_command7_11,0,15.162715892791748,24.376310348510742,3.428652997667643,2048
ppo_random_command7_11,100,80.0384348487854,277.6842041015625,61.02804498504549,2048
ppo_random_command7_11,200,293.6663457489014,345.9082946777344,96.91655842565206,2048
ppo_random_command7_11,300,303.14827213287356,343.6175842285156,85.50125145220223,2048
ppo_random_command7_11,400,307.1658229255676,339.0627746582031,74.94072648818255,2048
ppo_random_command7_11,500,314.7431420516968,333.9237060546875,55.61430676789672,2048
ppo_random_command7_11,600,316.6283695602417,329.3827819824219,40.42416552425238,2048
ppo_random_command7_11,700,314.2104039001465,327.4903259277344,38.96785316108117,2048
ppo_random_command7_11,800,318.1857424926758,327.8683776855469,14.813929193213648,2048
ppo_random_command7_11,900,316.5671002960205,327.8926696777344,29.108780038758383,2048
ppo_random_command7_11,1000,318.3125459289551,326.79925537109375,26.3137743921339,2048
ppo_random_command7_11,1100,315.43793033599854,328.8232421875,35.35917877386101,2048
ppo_random_command7_11,1200,315.9244561767578,328.9672546386719,31.034783687284268,2048
ppo_random_command7_11,1300,318.19728073120115,328.74114990234375,35.534512894060015,2048
ppo_random_command7_11,1400,320.8655096435547,329.1161193847656,13.458162138195705,2048
ppo_random_command7_11,1500,317.94779609680177,328.97674560546875,30.887109144141764,2048
ppo_random_command7_11,1600,316.146164855957,329.71502685546875,39.389703712559694,2048
ppo_random_command7_11,1700,314.58876556396484,329.1885681152344,40.6342724294661,2048
ppo_random_command7_11,1800,315.9062749862671,329.4044494628906,39.91884332776257,2048
ppo_random_command7_11,1900,317.33021530151365,329.142578125,36.84090112869407,2048
ppo_random_command7_11,2000,311.0730488395691,328.28424072265625,50.354752757095454,2048
ppo_random_command7_11,2100,317.2625570678711,328.2213134765625,27.17724428900914,2048
ppo_random_command7_11,2200,314.0612903213501,328.9096374511719,38.25749959392581,2048
ppo_random_command7_11,2300,317.4457733154297,329.7577819824219,33.23913369996423,2048
ppo_random_command7_11,2400,316.3319092941284,329.6434326171875,39.04709165517688,2048
ppo_random_command7_11,2500,320.139479675293,329.4855651855469,30.123974759558603,2048
ppo_random_command7_11,2600,313.43074384689334,328.6219787597656,39.60616194725042,2048
ppo_random_command7_11,2700,314.54457134246826,329.62890625,42.322163294074144,2048
ppo_random_command7_11,2800,321.7605870056152,329.6630859375,22.040092380395834,2048
ppo_random_command7_11,2900,314.098368473053,328.8685302734375,42.679820703027175,2048
ppo_random_command7_11,3000,317.69230285644534,329.46337890625,38.94259552646503,2048
ppo_random_command7_11,3100,321.5727167892456,329.9068603515625,28.965817033752813,2048
ppo_random_command7_11,3200,312.0195614814758,329.3390808105469,46.10465979552747,2048
ppo_random_command7_11,3300,309.0267863082886,329.7929992675781,53.46036575324254,2048
ppo_random_command7_11,3400,316.3788790130615,329.9382019042969,40.71434078811683,2048
ppo_random_command7_11,3500,318.4226699066162,329.62200927734375,32.64172334212925,2048
ppo_random_command7_11,3600,313.83751937866214,330.4740905761719,54.3955463383793,2048
ppo_random_command7_11,3700,320.53623432159424,330.0504455566406,30.508634476769227,2048
ppo_random_command7_11,3800,320.08869567871096,329.967529296875,28.815504982926104,2048
ppo_random_command7_11,3900,316.55138927459717,329.4772644042969,31.39925572480051,2048
ppo_random_command7_11,4000,314.4829161834717,329.68499755859375,41.905367207202275,2048
