id_run_name,iteration,reward,max_reward,std_reward,num_envs_train,mean_Episode_Reward/rew_attitude_stability2,mean_Episode_Reward/rew_ang_vel_stability4,mean_Episode_Reward/rew_pos2,mean_Episode_Reward/rew_action_rate,mean_Episode_Reward/rew_heading,mean_Episode_Reward/rew_track_vel3,mean_Episode_Termination/time_out,mean_Episode_Termination/below_min_altitude,mean_Episode_Termination/bad_attitude,mean_Episode_Termination/safety_shutdown
ppo_random_command13_1,1003,330.0174957275391,369.5054321289063,18.674955316865034,8196,1.8767772885039449,0.9424506439827384,0.4003105969750322,-0.0007000271612014,2.529935784637928,7.246044564992189,0.9458930171094836,0.0368691650219261,0.0168717969208955,0.0003660322108771
ppo_random_command13_2,657,268.0721936798096,383.645263671875,73.16620344979246,8196,1.438339337706566,0.6763186436146498,0.7297712459694594,-6.883100358123784e-06,1.2035733326338232,5.857278700917959,0.4477613060735166,0.1317696878686547,0.4203469953499734,0.000122010736959
ppo_random_command13_3,107,299.39093185424804,362.6741027832031,28.96279160570294,8196,1.8169322749599808,0.8895611488260329,0.4858808100689202,-0.5736454448197037,1.9952656249515712,6.993357494473457,0.9252379387617112,0.0574927949346601,0.0114661497063934,0.0058031356893479
ppo_random_command13_4,659,326.7148191833496,387.30023193359375,26.525173622704138,8196,1.8949539829045527,0.9393834378570318,0.3993982034735381,-0.0061150567125878,2.2576204361394048,7.32893281057477,0.9714580732397736,0.0153866978362202,0.0112392860464751,0.0019159498624503
ppo_random_command13_5,753,357.9555905151367,393.1988220214844,19.71706561842614,8196,1.832430250942707,0.940852353349328,1.200149031355977,-0.0007885266072662,2.583070918917656,7.375140003859997,0.9473895546980202,0.0353392651304602,0.0171491806395351,0.000122010736959
ppo_random_command13_6,670,354.1587884521484,387.23541259765625,23.9862605555918,8196,1.7829971872270107,0.9153897520154716,1.4441921096295118,-0.0011247954985265,2.426359107717872,7.348071742802858,0.9362751417793334,0.0568083911202847,0.0069164836386335,0.0
ppo_random_command13_7,391,321.85162307739256,383.0898742675781,31.452465161064307,8196,1.8438308434560893,0.9138994580134748,0.5871485458919778,-0.1520115661551244,2.3121264427900314,6.875439438968897,0.9604399343952535,0.0250217327848076,0.0094424869166687,0.0050958548672497
ppo_random_command13_8,1024,287.0305201721192,331.1853942871094,27.843440015229948,8196,1.8525400282815097,0.8683078936301172,0.2697544271941297,-1.051584026310593,2.089879471808672,7.255979523062706,0.9382244534790516,0.0438695331104099,0.0171282100491225,0.0007778184590279
ppo_random_command13_9,1282,280.74718238830565,322.5023193359375,27.438778779928207,8196,1.8331836201250555,0.8637567567639053,0.2763005712185986,-1.313257398083806,2.213704410009086,7.006536018103361,0.9341656910255552,0.0496755270287394,0.0106482966803014,0.0055105006322264
ppo_random_command13_10,1654,317.10840927124025,366.6697082519531,29.501836867080765,8196,1.853923935443163,0.8982065673917532,0.290310297452379,-0.1934275142848491,2.192516630515456,7.086195204406977,0.916229163762182,0.0397307006060145,0.0215530064888298,0.0224871509708464
ppo_random_command13_11,384,346.59413848876954,387.3033447265625,20.103940346190893,8196,1.832482863217592,0.9312770958058536,1.1714893975295126,-0.0018544311787991,2.347050791606307,7.309137649834156,0.9616829184815288,0.0357510512694716,0.0025660383416834,0.0
ppo_random_command13_12,626,322.3441799926758,380.1023254394531,29.228548500130923,8196,1.85302362497896,0.9432426486164333,0.6204668988939375,-0.0004441292610408,2.010352830402553,7.249108117073774,0.9460645946674048,0.0456291562877595,0.0083062620833516,0.0
ppo_random_command13_13,97,315.4234578704834,372.6214294433594,39.732515682243125,8196,1.8248356552794576,0.9433642853982748,0.5051507719326764,-0.0009934516133398,2.2837911816313863,6.9868547283113,0.9695106679573656,0.0195188580401008,0.0109704812057316,0.0
ppo_random_command13_14,438,338.71102493286133,381.5784301757813,28.44046685749517,8196,1.830122968181968,0.9170960122719408,1.028092544991523,-0.1317511472152546,2.395898318849504,7.235748812556267,0.9494008249603212,0.0453041121363639,0.0052950753779441,0.0
ppo_random_command13_15,3896,18.74844385623932,42.01944351196289,10.141785921364344,8196,0.0865491357981227,0.0510661296139005,0.0818199146888218,-1.990746501689955e-05,0.087413745757658,0.3369547745678574,0.0,0.1547982589108869,0.8452017144300044,0.0
ppo_random_command13_16,467,286.93557968139646,319.9429016113281,23.566220291101025,8196,1.8621247941628096,0.8671047021634877,0.2320314473472535,-1.1071749329566956,2.221493111923337,7.236279241740704,0.9509545550681652,0.0368872759863734,0.0113784545101225,0.0007797248772476
ppo_random_command13_17,1229,68.51003656387329,129.76966857910156,24.753455127017617,8196,0.3536579571664333,0.2057526691351086,0.1375485800090246,-4.966006579287807e-07,0.2701566264731809,1.3968662787228825,0.0,0.1726671201176941,0.8273328649811447,0.0
ppo_random_command13_18,168,343.77101654052734,378.9568481445313,23.215159468827583,8196,1.8104434115812185,0.9046081774868072,1.2033710787072778,-0.1294195352238603,2.329329853877425,7.289272118359804,0.95043219672516,0.0474450187757611,0.0021227961406111,0.0
ppo_random_command13_19,936,341.5618278503418,373.6146240234375,22.033988733389887,8196,1.7820656206458807,0.8882509074173868,1.327999206259847,-0.2219566210405901,2.328916448168457,7.282995387911797,0.9443221292458476,0.0495468438602983,0.0061310394667088,0.0
ppo_random_command13_20,274,342.23472869873046,385.5005493164063,24.64343917471398,8196,1.8468972714617848,0.9230504697188736,1.0612611495889723,-0.1803825988899916,2.466211562976241,7.381714787334204,0.974947770126164,0.0238321283832192,0.0012201073113828,0.0
ppo_random_command13_21,1140,354.4055810546875,390.076416015625,22.52905457040005,8196,1.813050386495888,0.925808613654226,1.3235686188563704,-0.000388025224538,2.5719508584588766,7.342409320175648,0.932178250979632,0.0614619557745754,0.0063598095439374,0.0
ppo_random_command13_22,555,340.6689611816406,377.65179443359375,24.61516181004264,8196,1.810262476094067,0.887628042139113,1.1831547287292778,-0.3449665606021881,2.3670706329867244,7.339513961225748,0.9533309042453766,0.0345814642496407,0.012087641749531,0.0
ppo_random_command13_23,182,284.6138902282715,325.9579467773437,32.44873722172869,8196,1.8240779815241688,0.8626367975957692,0.4273135992698371,-1.1360498410649598,2.118857013992965,7.09613211452961,0.9342333688400686,0.0507917343638837,0.0149749116972088,0.0
ppo_random_command13_24,403,315.44269454956054,369.74810791015625,45.76953117886532,8196,1.862030022777617,0.9534495710395277,0.377799317415338,-0.0003781163129588,2.4761448837816715,6.60434341058135,0.9219722459092736,0.0138739554968196,0.0312642981298267,0.0328895188868045
ppo_random_command13_25,112,350.00443969726564,393.8785705566406,19.28454252558092,8196,1.841869327239692,0.9432276105508208,1.2496655574068427,-0.0003628298361491,2.4154320349916816,7.352290332317352,0.953342342749238,0.0450334008783102,0.0016242679575952,0.0
ppo_random_command13_26,357,299.31107723236084,353.7341003417969,41.14588574033496,8196,1.7765761227346957,0.8857325927820057,0.5220221895724535,-0.3869184837676584,2.2227865969762206,6.571468040347099,0.90891995979473,0.0445015104487538,0.0165963196195662,0.0299822324013803
ppo_random_command13_27,841,318.5260969543457,376.2969665527344,28.40379146811164,8196,1.864758427254856,0.9100814526900648,0.4130593783920631,-0.2277431818656623,2.2908741440624,7.003758996725082,0.959761249832809,0.0273332647193456,0.0077343368902802,0.0051711582455027
